"序列号","注册资本万","设立日期","企业类型","行业类别","经营范围","注册地址","企业状态","注册币种"
"6b57d98959d63fd988fa","755","2009-06-02","公司","半导体分立器件制造","半导体产品的开发、设计、销售；技术开发、技术转让、技术服务；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口商品和技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡市新吴区长江路16号科技创业园B幢8508号房","在业","人民币"
"1dcbb28b81e8f9f5a87a","75000","2004-10-19","外商投资企业","电子器件制造","研发生产新型电子元器件。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡国家高新技术产业开发区B区32-B地块","在业","日元"
"0b2b08d6404767fa4da3","75000","2004-10-19","外商投资企业","电子器件制造","研发生产新型电子元器件。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡国家高新技术产业开发区B区32-B地块","在业","人民币"
"7c89a47e30ca467860b3","750","2009-09-22","公司","计算机、通信和其他电子设备制造业","嵌入式技术的研发、咨询、培训；嵌入式工业计算机的研发、技术咨询；电子信息技术的开发、技术培训、咨询与服务；计算机软件的研发与销售、技术培训、咨询与服务；以服务外包方式从事计算机软硬件的开发、电子的研发、销售、新型机械的研发、技术咨询与销售。（上述经营范围中涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）。","无锡市新区江溪街道坊前坊兴路19号","在业","人民币"
"210ddd3929b6afb2e51d","747.717199","2003-12-12","外商投资企业","工艺美术品制造","生产汽车内饰材料、汽车内饰件、无纺布装饰材料、环保用高温常温无纺布过滤材料、工业用特种无纺布。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡国家高新技术产业开发区新丰工业配套园88号地块","在业","美元"
"e2f9f52fbcc9fd12c81f","7400","2010-02-01","公司","光伏设备及元器件制造","工业自动控制系统装置、电气机械、电子工业专用设备、通信系统设备（不含卫星广播电视地面接收设施及发射装置）的设计、研发、销售；光伏设备及元器件、工业自动控制系统装置、电子工业专用设备、通信系统设备（不含卫星广播电视地面接收设施及发射装置）的制造；集成电路设计；软件开发；自动控制系统、电气机械、信息系统集成的技术开发、技术咨询、技术服务、技术转让；自营和代理各类商品和技术的进出口（国家限定或禁止企业进出口的商品和技术除外）。","无锡珠江路25号","在业","人民币"
"f609eef767c58281bda4","72000","2011-03-23","公司","工程和技术研究和试验发展","钴酸锂、三元材料的研发和生产；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外）；废旧汽车动力蓄电池的收集、贮存；汽车充电设备批发、零售；汽车充电服务；汽车维修；梯次利用电池能源产品的租赁、销售；梯级利用动力电池包、模组及其塑胶件、五金件、电子元器件、结构件的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区硕放振发路235号","在业","人民币"
"6dea05b8b8e6a4e84393","714.29","2012-08-09","公司","高端装备制造业","工业自动控制系统装置、机械设备的研发、装配及生产、销售；机械设备的安装、维修并提供技术咨询、技术服务；通用机械及配件、汽车零配件、电子元器件的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区菱湖大道200号中国传感网国际创新园B栋222","在业","人民币"
"3400a0f4ff7c46568f11","711.11","2007-12-05","公司","制造业","智能化设备的安装，生产，销售，售后服务；软件的维护服务，计算机软硬件的开发，销售，集成电路的设计，销售；设计、制作、代理及发布国内各类广告业务；自营各类商品和技术的进出口业务；增值电信业务。","无锡新吴区清源路18号太湖国际科技园大学科技园530大厦D204-6号房","在业","人民币"
"af65737d0a6b290a59d4","7100","2009-07-22","公司","软件和信息技术服务业","微纳传感网MEMS器件、设备及系统的研发、设计、销售和维护服务；应用软件开发、销售和维护服务；移动通信设备研发、销售及技术咨询、技术服务；信息网络工程项目咨询、承接、设计、施工和维护服务；安全防护系统工程与产品的设计、实施与咨询服务；智能交通产品及系统的研发、设计、销售和维护服务；电子产品的生产、制造（限分支机构经营）。（上述经营范围涉及行政许可的，经许可后方可经营：涉及专项审批的，经批准后方可经营）","无锡市新吴区震泽路18号无锡（国家）软件园双子座A幢9楼","在业","人民币"
"421e750d8b56ba251948","710","1997-07-28","外商投资企业","通信设备制造","研发设计生产宽带接入网通信系统设备及其零部件、通讯网络用接托件、电线、电缆用接插件；提供技术服务；从事上述产品的批发、佣金代理(拍卖除外)、进出口业务。(以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请。)（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新加坡工业园新都路11号","在业","人民币"
"9d1e3384ce005fefbd85","710","2009-09-23","公司","研究和试验发展","许可经营项目：无。一般经营项目：工业用纺织品、玻璃纤维织物的开发、生产、销售及提供以上商品的技术服务和咨询服务；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（上述经营范围涉及专项审批的经批准后方可经营）","无锡新区锡东配套园五期C21-1号地块","在业","人民币"
"cf6235ef00509482c798","7000","2006-03-08","公司","其他制造业",,"无锡高新技术产业开发区83号-D地块","在业","人民币"
"6703139073e9f4369316","7000","2017-09-19","公司","集成电路制造","经营范围：从事研究、设计、生产精密光掩模、测试封装加工线宽90纳米及以下
大规模集成电路、新型电子元器件、电力电子器件、混合集成电路：开发生产加工半
导体、元器件专用材料、电子专用设备、测试仪器；科技咨询服务；研发微电子系统
及产品、电子产品及通讯设各（不含发射装置）、仪器仪表、灯具；从事上述产品的
批发、零售、佣金代理（拍卖除外）、进出口业务（以上商品进出不涉及国营贸易管
理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请。）；研发计算机
软件及应用软件，提供技术服务。（依法须经批准的项目，经相关部门批准后方可开
展经营活动）","无锡迪思微电子有限公司","在业","人民币"
"d1110523913dbc3d356e","700","2016-04-27","公司","光学仪器制造","仪器仪表、电子元器件、机械零部件的研发、销售；计算机软硬件的开发、技术转让；计算机及配件的销售。","无锡市新吴区菱湖大道200号中国传感网国基创新园E2-527",,"人民币"
"2cfe9578b0d75b74fba9","700","2014-06-19","公司","工程和技术研究和试验发展","助动自行车及零配件的研发、生产与销售；自营和代理各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区鸿山街道工业安置区21号标房","在业","人民币"
"5c4970fc70653277e106","700","2001-06-20","外商投资企业","计算机、通信和其他电子设备制造业","开发生产敏感元器件；从事上述产品及模具、电子工业专用设备及零配件、电子元件及组件的批发、佣金代理（拍卖除外）、进出口业务（以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）。（依法须经批准的项目，经相关部门批准后方可开展经营活动））","无锡国家高新技术产业开发区52号地块22号标准厂房","在业","人民币"
"da1e7d094d0218598084","700","2004-12-09","外商投资企业","陶瓷制品制造","高档卫生瓷、瓷砖、龙头、五金挂件、浴缸、淋浴房、橱柜、陶瓷原材料及卫浴设备的生产；销售自产产品并提供售后服务。","无锡国家高新技术产业开发区经一路9号A4地块","在业","人民币"
